DOID:0001816	angiosarcoma
DOID:7867	adult central nervous system germinoma
DOID:7868	maxillary sinus inverted papilloma
DOID:7875	adult xanthogranuloma
DOID:7878	uterine corpus atypical polypoid adenomyoma
DOID:7880	luteoma
DOID:789	hypotony of eye associated with another ocular disorder
DOID:7890	testicular spermatocytic seminoma with sarcoma
DOID:7891	testicular spermatocytic seminoma
DOID:7892	breast adenohibernoma
DOID:7894	mite infestation
DOID:790	ocular hypotension
DOID:7902	adult extraosseous chondrosarcoma
DOID:7903	intracranial chondrosarcoma
DOID:7907	mixed astrocytoma-ependymoma
DOID:791	disorganized schizophrenia in remission
DOID:7910	maxillary sinus squamous cell carcinoma
DOID:7912	mixed oligodendroglioma-astrocytoma
DOID:7915	cervical spinal canal and spinal cord meningioma
DOID:7919	nonmetastatic extra-osseous ewing's sarcoma
DOID:792	disorganized schizophrenia
DOID:7920	central nervous system benign soft tissue neoplasm
DOID:7921	benign mediastinal psammomatous neurilemmoma
DOID:7922	benign mediastinal neurilemmoma
DOID:7926	epithelial malignant thymoma
DOID:7927	malignant type A thymoma
DOID:7928	testis refractory cancer
DOID:793	schizophrenia in remission
DOID:7930	glandular-alveolar pattern testicular yolk sac tumor
DOID:7931	old burn scar-related squamous cell carcinoma of skin
DOID:7933	childhood precursor T-lymphoblastic lymphoma/leukemia
DOID:7936	precursor T-lymphoblastic lymphoma/leukemia refractory
DOID:7938	dyschondroplasia
DOID:794	residual schizophrenia in remission
DOID:7941	Barrett's adenocarcinoma
DOID:7945	adult central nervous system mixed germ cell tumor
DOID:7946	recurrent cancer of colon
DOID:7949	stroma-dominant and stroma-poor composite ganglioneuroblastoma
DOID:795	residual type schizophrenia
DOID:7951	Schwannian stroma-rich and stroma-poor composite ganglioneuroblastoma
DOID:7953	nipple duct carcinoma
DOID:7956	EBV-related posttransplantation lymphoproliferative disease
DOID:7958	sarcomatoid penile squamous cell carcinoma
DOID:7959	duodenal gastrinoma
DOID:7960	malignant spiradenoma
DOID:7961	cervical non-keratinizing squamous cell carcinoma
DOID:7962	tamoxifen-related endometrial lesion
DOID:7966	type 3 ALPS
DOID:7967	lipid-cell variant infiltrating bladder urothelial carcinoma
DOID:7968	plasmacytoid variant infiltrating bladder urothelial carcinoma
DOID:7969	nested variant infiltrating bladder urothelial carcinoma
DOID:7971	microcystic variant infiltrating bladder urothelial carcinoma
DOID:7972	lymphoma-like variant infiltrating bladder urothelial carcinoma
DOID:7979	helicobacter pylori-related gastric adenocarcinoma
DOID:7983	breast malignant eccrine spiradenoma
DOID:7984	sclerosing breast papilloma
DOID:7986	cerebral falx meningioma
DOID:799	varicose veins
DOID:7994	central nervous system osteosarcoma
DOID:7996	familial glomangioma
DOID:7997	thyrotoxicosis
DOID:7998	hyperthyroidism
DOID:8000	frontal convexity meningioma
DOID:8002	supraglottis neoplasm
DOID:8003	alveoli adenoma
DOID:8004	ovarian dermoid cyst with prolactin secreting adenoma
DOID:8005	ovarian dermoid cyst with secondary pituitary-type tumor
DOID:8006	skin meningioma
DOID:8007	Pancoast tumor
DOID:8009	penis mixed squamous cell carcinoma
DOID:801	hemarthrosis
DOID:8011	metastatic fibrosarcoma
DOID:8012	benign pericardial teratoma
DOID:8013	penis papillary carcinoma
DOID:8014	ovarian dermoid cyst with corticotropin secreting adenoma
DOID:8016	anaplastic ganglioglioma
DOID:8018	renal pelvis and ureter regional transitional cell cancer
DOID:8019	renal pelvis and ureter recurrent transitional cell cancer
DOID:8020	glomangiomyoma
DOID:8021	medullary carcinoma with amyloid stroma
DOID:8022	liver fibrosarcoma
DOID:8023	myxoid liposarcoma of the ovary
DOID:8024	male genital tuberculosis
DOID:8025	gastric signet ring cell adenocarcinoma
DOID:8026	intestinal adenocarcinoma of the stomach
DOID:8029	sporadic breast cancer
DOID:8030	periocular meningioma
DOID:8031	pineal region meningioma
DOID:8036	childhood ovarian embryonal carcinoma
DOID:8042	testis polyembryoma
DOID:8043	chest wall parachordoma
DOID:8045	recurrent cancer of prostate
DOID:8050	bladder tubulo-cystic clear cell adenocarcinoma
DOID:8051	bladder papillary clear cell adenocarcinoma
DOID:8055	recurrent urethral cancer
DOID:8057	olfactory groove meningioma
DOID:8058	pituitary stalk meningioma
DOID:8060	frontal sinus inverted papilloma
DOID:8068	intraductal breast myoepitheliosis
DOID:807	carotid artery occlusion
DOID:8072	sarcomatous intrahepatic cholangiocarcinoma
DOID:8078	childhood central nervous system germinoma
DOID:8079	monomorphic T-cell PTLD
DOID:8080	ovarian mucinous cystic tumor associated with pseudomyxoma peritonei
DOID:8081	myxomatous pattern testicular yolk sac tumor
DOID:8082	cellular congenital mesoblastic nephroma
DOID:8083	classic congenital mesoblastic nephroma
DOID:8084	cervical squamotransitional carcinoma
DOID:8087	ovarian dermoid cyst with sebaceous carcinoma
DOID:8089	advanced adult primary hepatoma
DOID:809	cocaine abuse
DOID:8093	maxillary sinus Schneiderian papilloma
DOID:8094	cervical condylomatous squamous cell carcinoma
DOID:8096	bladder mixed adenocarcinoma
DOID:8097	bladder hepatoid adenocarcinoma
DOID:810	HIV-associated lipodystrophy syndrome
DOID:8102	fetal adenoma
DOID:8104	vaginal tubulovillous adenoma
DOID:8105	extrahepatic bile duct cystadenoma
DOID:8106	cellular phase chronic idiopathic myelofibrosis
DOID:8107	S-T syndrome
DOID:8108	fibroepithelial polyp of urethra
DOID:8109	nephrogenic adenoma of the urethra
DOID:811	lipodystrophy
DOID:8110	periampullary adenocarcinoma
DOID:8115	recurrent childhood cerebral astrocytoma
DOID:8117	neuronitis
DOID:8118	mature gastric teratoma
DOID:8119	anal canal Paget's disease
DOID:8120	adenocarcinoma in villous adenoma
DOID:8121	metastatic extra-osseous Ewing's sarcoma
DOID:8122	pseudovascular skin squamous cell carcinoma
DOID:8125	osteochondrosis
DOID:813	septic arthritis
DOID:8130	breast columnar cell mucinous carcinoma
DOID:8131	sclerosing mucoepidermoid thyroid carcinoma with eosinophilia
DOID:8133	epiglottis cancer
DOID:8135	gallbladder lymphoma
DOID:8136	transitional cell carcinoma of the ureter with mixed differentiation
DOID:8137	thymus clear cell carcinoma
DOID:8138	thymus sarcomatoid carcinoma
DOID:8140	adrenal gland ganglioneuroblastoma
DOID:8144	pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma
DOID:8145	metastatic neoplasm to the gallbladder
DOID:8146	anaplastic secondary supratentorial astrocytic neoplasm
DOID:8148	recurrent childhood malignant germ cell tumor
DOID:8149	malignant childhood germ cell neoplasm
DOID:8150	pancreatic invasive intraductal papillary-mucinous carcinoma
DOID:8151	appendiceal L-cell glucagon-like peptide producing tumor
DOID:8152	distal 1/3 of common bile duct adenocarcinoma
DOID:8153	fibroosseous pseudotumor of digits
DOID:8158	complement component 5 deficiency
DOID:8160	adult desmoplastic small round cell tumor
DOID:8161	thyroid Hurthle cell carcinoma
DOID:8162	thyroid Hurthle cell adenoma
DOID:8163	gallbladder cancer unresectable
DOID:8167	gallbladder melanoma
DOID:817	interstitial myocarditis
DOID:8170	fibroepithelial polyp of the anus
DOID:8177	endocervical type cervical adenomyoma
DOID:8178	endometrial type cervical adenomyoma
DOID:8179	cervical atypical polypoid adenomyoma
DOID:8186	fallopian tube gestational choriocarcinoma
DOID:8187	gestational uterine corpus choriocarcinoma
DOID:8188	uterine corpus choriocarcinoma
DOID:819	mediastinitis
DOID:8192	recurrent vulva cancer
DOID:8193	papillary pattern testicular yolk sac tumor
DOID:8194	recurrent pediatric hepatoma
DOID:8195	hepatoid pattern testicular yolk sac tumor
DOID:8197	ovarian dermoid cyst with melanoma
DOID:8199	bursa syphilis
DOID:82	myotonic cataract
DOID:820	myocarditis
DOID:8200	tertiary syphilis
DOID:8203	sacral spinal canal and spinal cord meningioma
DOID:8205	alloimmunization
DOID:8207	hilar lung carcinoma
DOID:8208	lung superior sulcus carcinoma
DOID:8211	fallopian tube cystadenofibroma
DOID:8216	parapharyngeal meningioma
DOID:8219	recurrent epithelioid sarcoma
DOID:8220	recurrent extraosseous Ewing's sarcoma
DOID:8221	upper clivus meningioma
DOID:8222	adenocarcinoma in tubular adenoma
DOID:8223	penile urethral cancer
DOID:8224	central breast papilloma
DOID:8225	microscopic breast papilloma
DOID:8227	atypical breast papilloma
DOID:8228	metastatic extraskeletal osteosarcoma
DOID:8229	metastatic small intestinal adenocarcinoma
DOID:823	periapical periodontitis
DOID:8230	intrahepatic biliary papillomatosis
DOID:8233	inflammatory liposarcoma
DOID:8234	malignant hemangiopericytoma recurrent
DOID:8238	metastatic endometrial carcinoma
DOID:8239	lower clivus meningioma
DOID:824	periodontitis
DOID:8243	meningeal melanomatosis
DOID:8244	bone recurrent PNET
DOID:8246	breast myoid hamartoma
DOID:8251	adult pleomorphic rhabdomyosarcoma
DOID:8252	chronic rhinitis
DOID:8255	vulva fibroepithelial polyp
DOID:8256	olfactory neural tumor
DOID:8257	transitional cell carcinoma of the ureter with squamous differentiation
DOID:8259	bulbomembranous urethral cancer
DOID:8269	adenocarcinoma in adenomatous polyposis coli
DOID:827	ureter tuberculosis
DOID:8272	anterior urethra cancer
DOID:8274	synovial angioma
DOID:8275	intratubular embryonal carcinoma
DOID:8276	Hodgkin-like posttransplantation lymphoproliferative disease
DOID:8281	recurrent malignant peripheral nerve sheath neoplasm
DOID:8282	adult epithelioid sarcoma
DOID:8283	peritonitis
DOID:8285	nonmetastatic epithelioid sarcoma
DOID:8286	metastatic epithelioid sarcoma
DOID:8287	Multiple Chondromatous hamartoma of lung
DOID:8288	clear cell squamous cell skin carcinoma
DOID:8289	breast adenolipoma
DOID:829	crystal arthropathy
DOID:8292	atypical follicular adenoma
DOID:8295	scabies
DOID:83	cataract
DOID:8302	mixed endometrial stromal and smooth muscle tumor
DOID:8303	congenital granular cell tumor
DOID:8304	lymph node palisaded myofibroblastoma
DOID:8305	nonossifying fibromyxoid tumor
DOID:8307	early invasive cervical adenocarcinoma
DOID:8309	metastatic carcinoma from the small bowel
DOID:8310	sclerosing adenosis of breast
DOID:8329	resectable small intestine carcinoma
DOID:833	auditory system cancer
DOID:8331	perineural angioma
DOID:8334	testicular intratubular germ cell neoplasia with extratubular extension
DOID:8335	microglandular adenosis of breast
DOID:8336	childhood choriocarcinoma of the ovary
DOID:8337	appendicitis
DOID:8338	villoglandular variant cervical mucinous adenocarcinoma
DOID:8339	intestinal variant cervical mucinous adenocarcinoma
DOID:8340	endocervical type cervical mucinous adenocarcinoma
DOID:8344	type 1b ALPS
DOID:8345	type 2 ALPS
DOID:8348	localized PNET of bone
DOID:8349	metastatic peripheral neuroepithelioma of bone
DOID:8352	aortic malignant tumor
DOID:8353	epithelioid malignant peripheral nerve sheath tumor
DOID:8354	complement component 3 deficiency
DOID:8358	pseudoglandular variant testicular seminoma
DOID:8361	glassy cell variant cervical adenosquamous carcinoma
DOID:8362	enteric pattern testicular yolk sac tumor
DOID:8365	inferior vena cava malignant neoplasm
DOID:8366	esophageal adenocarcinoma recurrent
DOID:8368	chordoid meningioma
DOID:8369	adult malignant schwannoma
DOID:8376	mixed embryonal carcinoma and endodermal sinus neoplasm with seminoma of the testis
DOID:8381	ectopic calcitonin production
DOID:8382	recurrent endometrial cancer
DOID:8386	ectopic chorionic gonadotropin secretion disease
DOID:8387	metastatic non-cutaneous melanoma
DOID:8388	mixed embryonal carcinoma and seminoma of the testis
DOID:8389	lumbar plexus neoplasm
DOID:8390	mixed choriocarcinoma and seminoma of the testis
DOID:8392	reticular pattern testicular yolk sac tumor
DOID:8394	adult type testicular granulosa cell tumor
DOID:8398	osteoarthritis
DOID:8399	trombiculiasis
DOID:84	osteochondritis dissecans
DOID:840	cork-handlers' disease
DOID:8400	malignant cornea melanoma
DOID:8401	malignant hemangiopericytoma nonmetastatic
DOID:8408	Meckel's diverticulitis
DOID:8409	microinvasive cervical squamous cell carcinoma
DOID:841	extrinsic allergic alveolitis
DOID:8410	childhood kidney angiomyolipoma
DOID:8411	kidney angiomyolipoma
DOID:8413	recurrent extraskeletal osteosarcoma
DOID:8415	carcinoma arising in nasal papillomatosis
DOID:8418	congenital fibrosarcoma
DOID:8419	colloid adenoma
DOID:8420	malignant glandular tumor of peripheral nerve sheath
DOID:8426	follicular infundibulum tumor
DOID:8427	retinal melanoma
DOID:8428	breast apocrine carcinoma in situ
DOID:8429	testicular seminoma with syncytiotrophoblastic cells
DOID:8431	physiological polycythemia
DOID:8432	polycythemia
DOID:8433	thyroid malformation
DOID:8435	Drug dependence complicating pregnancy, childbirth, or the puerperium
DOID:8437	intestinal obstruction
DOID:8438	afferent loop syndrome
DOID:8439	postgastrectomy syndrome
DOID:844	chronic depressive disorder
DOID:8440	ileus
DOID:8442	paralytic ileus
DOID:8443	brachial plexus lesion
DOID:8444	nerve root and plexus disorder
DOID:8445	intestinal volvulus
DOID:8446	intussusception
DOID:8448	intestinal impaction
DOID:8449	vitamin B deficiency
DOID:845	cyclothymic disorder
DOID:8451	vitamin deficiency
DOID:8452	malnutrition
DOID:8453	folic acid deficiency
DOID:8454	ariboflavinosis
DOID:8455	pyridoxine deficiency anemia
DOID:8456	choline deficiency disease
DOID:8457	pellagra
DOID:8458	Thiamine and niacin deficiency state
DOID:8459	vitamin B 12 deficiency
DOID:846	arthropathy associated with hematological disorder
DOID:8461	Aicardi syndrome
DOID:8463	corneal ulcer
DOID:8464	flat retinoschisis
DOID:8465	retinoschisis
DOID:8466	retinal degeneration
DOID:8467	Retinoschisis and retinal cysts
DOID:8469	influenza
DOID:8472	localized scleroderma
DOID:8476	Whipple disease
DOID:8477	malabsorption syndrome
DOID:8478	actinomycosis
DOID:848	arthritis
DOID:8481	rheumatic myocarditis
DOID:8482	transient retinal arterial occlusion
DOID:8483	retinal artery occlusion
DOID:8484	maple bark strippers' lung
DOID:8485	mucormycosis
DOID:8487	secondary retinal cyst
DOID:8488	polyhydramnios
DOID:8489	disorder of amniotic fluid and membranes
DOID:849	rheumatoid lung disease
DOID:8490	primary hypotonic uterine dysfunction
DOID:8491	Prolonged first stage of labor
DOID:8493	abnormality of forces of labor
DOID:8494	dystocia
DOID:8495	prolonged labor
DOID:8498	hereditary night blindness
DOID:8499	night blindness
DOID:850	lung disease
DOID:8500	hereditary retinal dystrophy
DOID:8501	fundus dystrophy
DOID:8502	bullous skin disease
DOID:8503	impetigo herpetiformis
DOID:8504	impetigo
DOID:8505	dermatitis herpetiformis
DOID:8506	bullous pemphigoid
DOID:8507	juvenile dermatitis herpetiformis
DOID:8508	subcorneal pustular dermatosis
DOID:851	Bartholin's duct cyst
DOID:8512	puerperal pulmonary embolism
DOID:8514	acute pulmonary heart disease
DOID:8515	Cor pulmonale
DOID:8516	pulmonary embolism and infarction
DOID:8517	acute cor pulmonale
DOID:8519	barbiturate abuse
DOID:8521	recurrent manic episodes
DOID:8523	nodular lymphoma involving lymph nodes of axilla and upper limb
DOID:8524	nodular lymphoma
DOID:8525	nodular lymphoma involving intra-abdominal lymph nodes
DOID:8527	monocytic leukemia
DOID:8529	ulcer of lower limbs
DOID:853	polymyalgia rheumatica
DOID:8530	toxic gastroenteritis and colitis
DOID:8533	hypopharynx cancer
DOID:8534	gastroesophageal reflux disease
DOID:8535	ophthalmic herpes zoster
DOID:8536	herpes zoster
DOID:8538	reticulosarcoma
DOID:8539	recurrent manic episodes in full remission
DOID:854	collagen disease
DOID:8540	Sezary's disease involving lymph nodes of head, face, and neck
DOID:8541	Sezary's disease
DOID:8542	Hodgkin's lymphoma, lymphocytic-histiocytic predominance involving lymph nodes of axilla and upper limb
DOID:8543	Hodgkin's lymphoma, lymphocytic-histiocytic predominance
DOID:8544	chronic fatigue syndrome
DOID:8545	malignant hyperthermia
DOID:8549	chronic ulcer of skin
DOID:8552	chronic myeloid leukemia
DOID:8553	pyoderma gangrenosum
DOID:8556	vallecula cancer
DOID:8557	oropharynx cancer
DOID:8559	carcinoma in situ of female genital organs
DOID:856	biotinidase deficiency
DOID:8560	carcinoma in situ of breast and genitourinary system
DOID:8564	lip cancer
DOID:8566	herpes simplex
DOID:8567	Hodgkin's lymphoma
DOID:8568	infectious mononucleosis
DOID:857	multiple carboxylase deficiency
DOID:8573	lichen nitidus
DOID:8574	lichen disease
DOID:8577	ulcerative colitis
DOID:8578	soft palate cancer
DOID:8580	malignant histiocytosis
DOID:8583	Burkitt's tumor or lymphoma involving intrathoracic lymph nodes
DOID:8584	Burkitt lymphoma
DOID:8586	dysplasia of cervix
DOID:8587	Burkitt's tumor or lymphoma extranodal and solid organ sites
DOID:859	holocarboxylase synthetase deficiency
DOID:8590	acute vascular insufficiency of intestine
DOID:8592	reticulosarcoma involving lymph nodes of inguinal region and lower limb
DOID:8593	chronic monocytic leukemia
DOID:8596	scarlet fever
DOID:8598	mild degree recurrent episode manic disorder
DOID:8599	Sezary's disease involving lymph nodes of inguinal region and lower limb
DOID:8600	carcinoid syndrome
DOID:8601	upper gum cancer
DOID:8602	gum cancer
DOID:8604	Hodgkin's lymphoma, lymphocytic-histiocytic predominance involving intrapelvic lymph nodes
DOID:8607	herpetic whitlow
DOID:8609	moderate degree recurrent episode manic disease
DOID:8611	drug induced sleep disorder
