DOID:0001816	DOID:1115 ! sarcoma
DOID:7849	DOID:5621 ! histiocytic and dendritic cell cancer
DOID:7851	DOID:7575 ! pancreatic intraductal papillary-mucinous neoplasm
DOID:786	DOID:974 ! upper respiratory tract disease
DOID:7867	DOID:4438 ! central nervous system germinoma
DOID:7868	DOID:1358 ! maxillary sinus neoplasm
DOID:7875	DOID:4330 ! non-Langerhans-cell histiocytosis
DOID:7878	DOID:4994 ! adenomyoma of uterine corpus
DOID:7880	DOID:1100 ! ovarian disease
DOID:7891	DOID:5834 ! spermatocytoma
DOID:7891	DOID:5842 ! testis seminoma
DOID:7894	DOID:4110 ! parasitic ectoparasitic infectious disease
DOID:790	DOID:5614 ! eye disease
DOID:7902	DOID:4549 ! extraosseous chondrosarcoma
DOID:7903	DOID:4549 ! extraosseous chondrosarcoma
DOID:7907	DOID:5076 ! mixed glioma
DOID:7910	DOID:1357 ! maxillary sinus cancer
DOID:7912	DOID:5076 ! mixed glioma
DOID:7915	DOID:1140 ! spinal canal and spinal cord meningioma
DOID:7921	DOID:7922 ! benign mediastinal neurilemmoma
DOID:7922	DOID:955 ! benign neurilemmoma
DOID:7926	DOID:3282 ! dendritic cell thymoma
DOID:7927	DOID:3279 ! spindle cell thymoma
DOID:7928	DOID:5556 ! testicular malignant germ cell cancer
DOID:7930	DOID:5344 ! testicular yolk sac tumor
DOID:7933	DOID:5599 ! precursor T-lymphoblastic lymphoma/leukemia
DOID:7936	DOID:5599 ! precursor T-lymphoblastic lymphoma/leukemia
DOID:7936	DOID:712 ! refractory hematologic cancer
DOID:7941	DOID:4914 ! esophagus adenocarcinoma
DOID:7945	DOID:5349 ! central nervous system adult germ cell tumor
DOID:7949	DOID:5193 ! nodular ganglioneuroblastoma
DOID:7951	DOID:5193 ! nodular ganglioneuroblastoma
DOID:7953	DOID:6629 ! nipple carcinoma
DOID:7958	DOID:5518 ! penis squamous cell carcinoma
DOID:7959	DOID:10021 ! duodenum cancer
DOID:7960	DOID:4921 ! eccrine sweat gland cancer
DOID:7961	DOID:3744 ! cervical squamous cell carcinoma
DOID:7962	DOID:1005 ! endometrial disease
DOID:7967	DOID:6477 ! invasive bladder transitional cell carcinoma
DOID:7968	DOID:6477 ! invasive bladder transitional cell carcinoma
DOID:7969	DOID:6477 ! invasive bladder transitional cell carcinoma
DOID:7971	DOID:6477 ! invasive bladder transitional cell carcinoma
DOID:7972	DOID:6477 ! invasive bladder transitional cell carcinoma
DOID:7983	DOID:1612 ! breast cancer
DOID:7984	DOID:1626 ! breast duct papilloma
DOID:7986	DOID:4436 ! anterior cranial fossa meningioma
DOID:799	DOID:866 ! vein disease
DOID:7994	DOID:502 ! central nervous system mesenchymal non-meningothelial tumor
DOID:7996	DOID:2436 ! glomangioma
DOID:7997	DOID:50 ! thyroid gland disease
DOID:7998	DOID:50 ! thyroid gland disease
DOID:8000	DOID:6114 ! cerebral convexity meningioma
DOID:8002	DOID:2598 ! laryngeal benign neoplasm
DOID:8003	DOID:5386 ! lung adenoma
DOID:8006	DOID:3165 ! skin benign neoplasm
DOID:8007	DOID:1324 ! lung cancer
DOID:8009	DOID:5518 ! penis squamous cell carcinoma
DOID:801	DOID:381 ! arthropathy
DOID:8012	DOID:0060091 ! cardiovascular organ benign neoplasm
DOID:8013	DOID:5518 ! penis squamous cell carcinoma
DOID:8020	DOID:5238 ! benign perivascular tumor
DOID:8022	DOID:270 ! liver sarcoma
DOID:8023	DOID:5697 ! liposarcoma of the ovary
DOID:8025	DOID:6217 ! gastric diffuse adenocarcinoma
DOID:8029	DOID:3459 ! breast carcinoma
DOID:8030	DOID:3565 ! meningioma
DOID:8031	DOID:5032 ! pineal gland cancer
DOID:8036	DOID:5681 ! ovarian embryonal carcinoma
DOID:8042	DOID:5556 ! testicular malignant germ cell cancer
DOID:8043	DOID:2647 ! parachordoma
DOID:8050	DOID:5306 ! bladder clear cell adenocarcinoma
DOID:8051	DOID:5306 ! bladder clear cell adenocarcinoma
DOID:8057	DOID:4436 ! anterior cranial fossa meningioma
DOID:8058	DOID:3643 ! sella turcica neoplasm
DOID:8060	DOID:1361 ! frontal sinus neoplasm
DOID:8068	DOID:7521 ! breast myoepitheliosis
DOID:807	DOID:5976 ! occlusion precerebral artery
DOID:8072	DOID:4928 ! intrahepatic cholangiocarcinoma
DOID:8078	DOID:4438 ! central nervous system germinoma
DOID:8081	DOID:5344 ! testicular yolk sac tumor
DOID:8082	DOID:4773 ! congenital mesoblastic nephroma
DOID:8083	DOID:4773 ! congenital mesoblastic nephroma
DOID:809	DOID:302 ! substance abuse
DOID:8093	DOID:1358 ! maxillary sinus neoplasm
DOID:8096	DOID:3711 ! bladder adenocarcinoma
DOID:8097	DOID:3711 ! bladder adenocarcinoma
DOID:8102	DOID:6204 ! follicular adenoma
DOID:8104	DOID:5402 ! vaginal adenoma
DOID:8105	DOID:5384 ! bile duct cystadenoma
DOID:8106	DOID:4971 ! myelofibrosis
DOID:8108	DOID:6873 ! skin tag
DOID:8108	DOID:732 ! urethral disease
DOID:8109	DOID:730 ! urethral benign neoplasm
DOID:811	DOID:37 ! skin disease
DOID:8110	DOID:3502 ! ampulla of Vater adenocarcinoma
DOID:8117	DOID:331 ! central nervous system disease
DOID:8118	DOID:5561 ! gastric teratoma
DOID:8118	DOID:5566 ! mature teratoma
DOID:8119	DOID:3692 ! anal canal adenocarcinoma
DOID:8122	DOID:3151 ! skin squamous cell carcinoma
DOID:8125	DOID:0080008 ! ischemic bone disease
DOID:813	DOID:848 ! arthritis
DOID:8130	DOID:3610 ! breast mucinous carcinoma
DOID:8133	DOID:13476 ! supraglottis cancer
DOID:8135	DOID:3121 ! gallbladder cancer
DOID:8137	DOID:3284 ! thymic carcinoma
DOID:8138	DOID:3284 ! thymic carcinoma
DOID:8140	DOID:3953 ! adrenal gland cancer
DOID:8144	DOID:6354 ! CLL/SLL
DOID:8149	DOID:6053 ! pediatric germ cell cancer
DOID:8150	DOID:7574 ! pancreatic intraductal papillary-colloid carcinoma
DOID:8151	DOID:11239 ! appendix cancer
DOID:8153	DOID:0060094 ! bone benign neoplasm
DOID:8158	DOID:626 ! complement deficiency
DOID:8161	DOID:3963 ! thyroid carcinoma
DOID:8162	DOID:6204 ! follicular adenoma
DOID:8167	DOID:3121 ! gallbladder cancer
DOID:817	DOID:819 ! mediastinitis
DOID:817	DOID:820 ! myocarditis
DOID:8170	DOID:6873 ! skin tag
DOID:8177	DOID:4995 ! cervical adenomyoma
DOID:8178	DOID:4995 ! cervical adenomyoma
DOID:8179	DOID:4995 ! cervical adenomyoma
DOID:8186	DOID:1963 ! fallopian tube carcinoma
DOID:8187	DOID:2025 ! gestational choriocarcinoma
DOID:8187	DOID:8188 ! uterine corpus choriocarcinoma
DOID:8188	DOID:3594 ! choriocarcinoma
DOID:8188	DOID:9460 ! uterine corpus cancer
DOID:819	DOID:65 ! connective tissue disease
DOID:8193	DOID:5344 ! testicular yolk sac tumor
DOID:8195	DOID:5344 ! testicular yolk sac tumor
DOID:82	DOID:83 ! cataract
DOID:820	DOID:3978 ! extrinsic cardiomyopathy
DOID:8200	DOID:4166 ! syphilis
DOID:8203	DOID:1140 ! spinal canal and spinal cord meningioma
DOID:8207	DOID:3905 ! lung carcinoma
DOID:8207	DOID:7696 ! lung hilum cancer
DOID:8208	DOID:8007 ! Pancoast tumor
DOID:8211	DOID:5478 ! fallopian tube adenofibroma
DOID:8216	DOID:3565 ! meningioma
DOID:8221	DOID:6517 ! clivus meningioma
DOID:8223	DOID:736 ! male urethral cancer
DOID:8224	DOID:1626 ! breast duct papilloma
DOID:8225	DOID:1626 ! breast duct papilloma
DOID:8227	DOID:1626 ! breast duct papilloma
DOID:823	DOID:824 ! periodontitis
DOID:8230	DOID:5468 ! biliary papillomatosis
DOID:8233	DOID:5690 ! atypical lipomatous tumor
DOID:8239	DOID:6517 ! clivus meningioma
DOID:824	DOID:3388 ! periodontal disease
DOID:8243	DOID:4955 ! central nervous system melanocytic neoplasm
DOID:8251	DOID:3250 ! pleomorphic rhabdomyosarcoma
DOID:8252	DOID:4483 ! rhinitis
DOID:8255	DOID:6873 ! skin tag
DOID:8256	DOID:366 ! olfactory nerve neoplasm
DOID:8259	DOID:736 ! male urethral cancer
DOID:827	DOID:2149 ! urogenital tuberculosis
DOID:8272	DOID:738 ! female urethral cancer
DOID:8274	DOID:469 ! deep angioma
DOID:8275	DOID:5680 ! embryonal testis carcinoma
DOID:8282	DOID:6193 ! epithelioid sarcoma
DOID:8283	DOID:77 ! gastrointestinal system disease
DOID:8288	DOID:3151 ! skin squamous cell carcinoma
DOID:8292	DOID:6204 ! follicular adenoma
DOID:8295	DOID:7894 ! mite infestation
DOID:83	DOID:110 ! lens disease
DOID:8302	DOID:9460 ! uterine corpus cancer
DOID:8303	DOID:3350 ! mesenchymal cell neoplasm
DOID:8304	DOID:10619 ! lymph node cancer
DOID:8305	DOID:3350 ! mesenchymal cell neoplasm
DOID:8307	DOID:3702 ! cervical adenocarcinoma
DOID:8310	DOID:3274 ! proliferative type fibrocystic change of breast
DOID:8310	DOID:5998 ! microglandular adenosis
DOID:833	DOID:0060116 ! sensory system cancer
DOID:8331	DOID:469 ! deep angioma
DOID:8335	DOID:5998 ! microglandular adenosis
DOID:8336	DOID:5550 ! choriocarcinoma of ovary
DOID:8337	DOID:1518 ! cecal disease
DOID:8338	DOID:3701 ! cervical mucinous adenocarcinoma
DOID:8339	DOID:3701 ! cervical mucinous adenocarcinoma
DOID:8340	DOID:3701 ! cervical mucinous adenocarcinoma
DOID:8352	DOID:175 ! vascular cancer
DOID:8353	DOID:5940 ! malignant peripheral nerve sheath tumor
DOID:8354	DOID:626 ! complement deficiency
DOID:8358	DOID:5842 ! testis seminoma
DOID:8361	DOID:5636 ! cervical adenosquamous carcinoma
DOID:8362	DOID:5344 ! testicular yolk sac tumor
DOID:8368	DOID:4210 ! clear cell meningioma
DOID:8369	DOID:5940 ! malignant peripheral nerve sheath tumor
DOID:8389	DOID:4693 ! nerve plexus neoplasm
DOID:8392	DOID:5344 ! testicular yolk sac tumor
DOID:8394	DOID:5331 ! testicular granulosa cell tumor
DOID:8398	DOID:848 ! arthritis
DOID:8399	DOID:7894 ! mite infestation
DOID:84	DOID:0080008 ! ischemic bone disease
DOID:840	DOID:841 ! extrinsic allergic alveolitis
DOID:8400	DOID:6199 ! cornea cancer
DOID:8408	DOID:7475 ! diverticulitis
DOID:8409	DOID:3744 ! cervical squamous cell carcinoma
DOID:841	DOID:3082 ! interstitial lung disease
DOID:8410	DOID:8411 ! kidney angiomyolipoma
DOID:8411	DOID:3116 ! kidney benign neoplasm
DOID:8415	DOID:4931 ! nasal cavity carcinoma
DOID:8418	DOID:3520 ! pediatric fibrosarcoma
DOID:8419	DOID:6204 ! follicular adenoma
DOID:8420	DOID:5940 ! malignant peripheral nerve sheath tumor
DOID:8426	DOID:5375 ! hair follicle neoplasm
DOID:8427	DOID:4645 ! retinal cancer
DOID:8428	DOID:8791 ! breast carcinoma in situ
DOID:8431	DOID:8432 ! polycythemia
DOID:8432	DOID:4961 ! bone marrow disease
DOID:8433	DOID:50 ! thyroid gland disease
DOID:8437	DOID:5295 ! intestinal disease
DOID:8438	DOID:8439 ! postgastrectomy syndrome
DOID:8439	DOID:1159 ! functional gastric disease
DOID:8439	DOID:5295 ! intestinal disease
DOID:8440	DOID:8437 ! intestinal obstruction
DOID:8442	DOID:8437 ! intestinal obstruction
DOID:8443	DOID:3690 ! brachial plexus neuropathy
DOID:8445	DOID:8437 ! intestinal obstruction
DOID:8446	DOID:8437 ! intestinal obstruction
DOID:8448	DOID:8437 ! intestinal obstruction
DOID:845	DOID:3312 ! bipolar disorder
DOID:8454	DOID:5113 ! nutritional deficiency disease
DOID:8455	DOID:5113 ! nutritional deficiency disease
DOID:8456	DOID:5113 ! nutritional deficiency disease
DOID:8457	DOID:5113 ! nutritional deficiency disease
DOID:8461	DOID:225 ! syndrome
DOID:8463	DOID:4677 ! keratitis
DOID:8464	DOID:8465 ! retinoschisis
DOID:8465	DOID:8466 ! retinal degeneration
DOID:8466	DOID:5679 ! retinal disease
DOID:8469	DOID:934 ! viral infectious disease
DOID:8472	DOID:419 ! scleroderma
DOID:8476	DOID:5295 ! intestinal disease
DOID:8478	DOID:0050339 ! commensal bacterial infectious disease
DOID:848	DOID:3342 ! bone inflammation disease
DOID:8481	DOID:0050827 ! rheumatic heart disease
DOID:8482	DOID:8483 ! retinal artery occlusion
DOID:8483	DOID:1729 ! retinal vascular occlusion
DOID:8484	DOID:2473 ! opportunistic mycosis
DOID:8488	DOID:780 ! placenta disease
DOID:849	DOID:417 ! hypersensitivity reaction type II disease
DOID:849	DOID:850 ! lung disease
DOID:8498	DOID:8499 ! night blindness
DOID:8499	DOID:5679 ! retinal disease
DOID:850	DOID:0050161 ! lower respiratory tract disease
DOID:8500	DOID:8501 ! fundus dystrophy
DOID:8501	DOID:5614 ! eye disease
DOID:8502	DOID:2723 ! dermatitis
DOID:8503	DOID:8504 ! impetigo
DOID:8504	DOID:4223 ! pyoderma
DOID:8505	DOID:0060039 ! autoimmune disease of skin and connective tissue
DOID:8505	DOID:8502 ! bullous skin disease
DOID:8506	DOID:0060039 ! autoimmune disease of skin and connective tissue
DOID:8507	DOID:8505 ! dermatitis herpetiformis
DOID:8508	DOID:8502 ! bullous skin disease
DOID:851	DOID:229 ! female reproductive system disease
DOID:8512	DOID:9477 ! pulmonary embolism
DOID:8514	DOID:8515 ! Cor pulmonale
DOID:8515	DOID:6000 ! congestive heart failure
DOID:8516	DOID:8514 ! acute pulmonary heart disease
DOID:8517	DOID:8514 ! acute pulmonary heart disease
DOID:8519	DOID:302 ! substance abuse
DOID:8527	DOID:8692 ! myeloid leukemia
DOID:8529	DOID:8549 ! chronic ulcer of skin
DOID:853	DOID:423 ! myopathy
DOID:853	DOID:854 ! collagen disease
DOID:8533	DOID:0060119 ! pharynx cancer
DOID:8534	DOID:77 ! gastrointestinal system disease
DOID:8536	DOID:934 ! viral infectious disease
DOID:8538	DOID:0060073 ! lymphatic system cancer
DOID:854	DOID:65 ! connective tissue disease
DOID:8541	DOID:0060061 ! cutaneous T cell lymphoma
DOID:8543	DOID:8567 ! Hodgkin's lymphoma
DOID:8544	DOID:225 ! syndrome
DOID:8545	DOID:630 ! genetic disease
DOID:8549	DOID:37 ! skin disease
DOID:8552	DOID:8692 ! myeloid leukemia
DOID:8553	DOID:4223 ! pyoderma
DOID:8556	DOID:8557 ! oropharynx cancer
DOID:8557	DOID:0060119 ! pharynx cancer
DOID:856	DOID:857 ! multiple carboxylase deficiency
DOID:8564	DOID:8618 ! oral cavity cancer
DOID:8566	DOID:934 ! viral infectious disease
DOID:8567	DOID:0060058 ! lymphoma
DOID:8568	DOID:934 ! viral infectious disease
DOID:857	DOID:2978 ! carbohydrate metabolic disorder
DOID:857	DOID:9252 ! amino acid metabolic disorder
DOID:8573	DOID:8574 ! lichen disease
DOID:8574	DOID:37 ! skin disease
DOID:8577	DOID:0060180 ! colitis
DOID:8578	DOID:8618 ! oral cavity cancer
DOID:8580	DOID:3405 ! histiocytosis
DOID:8584	DOID:706 ! mature B-cell neoplasm
DOID:859	DOID:857 ! multiple carboxylase deficiency
DOID:8590	DOID:5295 ! intestinal disease
DOID:8593	DOID:8527 ! monocytic leukemia
DOID:8596	DOID:974 ! upper respiratory tract disease
DOID:8601	DOID:8602 ! gum cancer
DOID:8602	DOID:8618 ! oral cavity cancer
DOID:8607	DOID:8566 ! herpes simplex
DOID:8616	DOID:1529 ! penile disease
DOID:8618	DOID:3119 ! gastrointestinal system cancer
DOID:8619	DOID:535 ! sleep disorder
DOID:862	DOID:863 ! nervous system disease
DOID:8622	DOID:934 ! viral infectious disease
DOID:8628	DOID:8567 ! Hodgkin's lymphoma
DOID:863	DOID:7 ! disease of anatomical entity
DOID:8630	DOID:8564 ! lip cancer
DOID:8632	DOID:201 ! connective tissue cancer
DOID:8633	DOID:5295 ! intestinal disease
DOID:8634	DOID:8719 ! in situ carcinoma
DOID:8635	DOID:8578 ! soft palate cancer
DOID:864	DOID:866 ! vein disease
DOID:8642	DOID:8567 ! Hodgkin's lymphoma
DOID:8643	DOID:5295 ! intestinal disease
DOID:8644	DOID:750 ! peptic ulcer disease
DOID:8645	DOID:8646 ! substance-induced psychosis
DOID:8646	DOID:2468 ! psychotic disorder
DOID:8649	DOID:8618 ! oral cavity cancer
DOID:865	DOID:178 ! vascular disease
DOID:8651	DOID:8567 ! Hodgkin's lymphoma
DOID:8654	DOID:8567 ! Hodgkin's lymphoma
DOID:8659	DOID:934 ! viral infectious disease
DOID:866	DOID:178 ! vascular disease
DOID:8660	DOID:8533 ! hypopharynx cancer
DOID:8661	DOID:8719 ! in situ carcinoma
DOID:8663	DOID:8533 ! hypopharynx cancer
DOID:867	DOID:869 ! cholesteatoma
DOID:8670	DOID:0060038 ! specific developmental disorder
DOID:8672	DOID:0050486 ! exanthem
DOID:8675	DOID:0060073 ! lymphatic system cancer
DOID:8677	DOID:77 ! gastrointestinal system disease
DOID:8680	DOID:4029 ! gastritis
DOID:8681	DOID:2537 ! inflammatory and toxic neuropathy
DOID:8683	DOID:2531 ! hematologic cancer
DOID:8687	DOID:8719 ! in situ carcinoma
DOID:8688	DOID:8557 ! oropharynx cancer
DOID:8689	DOID:8670 ! eating disorder
DOID:869	DOID:161 ! keratosis
DOID:8691	DOID:0060061 ! cutaneous T cell lymphoma
DOID:8692	DOID:1240 ! leukemia
DOID:8696	DOID:8527 ! monocytic leukemia
DOID:870	DOID:574 ! peripheral nervous system disease
DOID:8702	DOID:8618 ! oral cavity cancer
DOID:8704	DOID:8566 ! herpes simplex
DOID:8712	DOID:0050736 ! autosomal dominant disease
DOID:8717	DOID:8549 ! chronic ulcer of skin
DOID:8719	DOID:0060071 ! pre-malignant neoplasm
DOID:8725	DOID:1307 ! dementia
DOID:8729	DOID:934 ! viral infectious disease
DOID:873	DOID:0050152 ! aspiration pneumonia
DOID:8731	DOID:175 ! vascular cancer
DOID:8736	DOID:934 ! viral infectious disease
DOID:8738	DOID:1529 ! penile disease
DOID:874	DOID:552 ! pneumonia
DOID:8741	DOID:2723 ! dermatitis
DOID:8743	DOID:8672 ! viral exanthem
DOID:8747	DOID:8692 ! myeloid leukemia
DOID:8757	DOID:4029 ! gastritis
DOID:876	DOID:633 ! myositis
DOID:8761	DOID:1240 ! leukemia
DOID:8771	DOID:934 ! viral infectious disease
DOID:8778	DOID:0050589 ! inflammatory bowel disease
DOID:8781	DOID:934 ! viral infectious disease
DOID:8787	DOID:8886 ! chorioretinitis
DOID:8791	DOID:8719 ! in situ carcinoma
DOID:8792	DOID:8719 ! in situ carcinoma
DOID:8800	DOID:8719 ! in situ carcinoma
DOID:8802	DOID:8719 ! in situ carcinoma
DOID:8805	DOID:3393 ! coronary artery disease
DOID:882	DOID:883 ! parasitic helminthiasis infectious disease
DOID:8826	DOID:8719 ! in situ carcinoma
DOID:883	DOID:1398 ! parasitic infectious disease
DOID:8838	DOID:8567 ! Hodgkin's lymphoma
DOID:884	DOID:883 ! parasitic helminthiasis infectious disease
DOID:8849	DOID:8850 ! salivary gland cancer
DOID:885	DOID:883 ! parasitic helminthiasis infectious disease
DOID:8850	DOID:8618 ! oral cavity cancer
DOID:8857	DOID:417 ! hypersensitivity reaction type II disease
DOID:8858	DOID:8557 ! oropharynx cancer
DOID:8861	DOID:6420 ! pulmonary valve stenosis
DOID:8864	DOID:8527 ! monocytic leukemia
DOID:8866	DOID:0060071 ! pre-malignant neoplasm
DOID:8867	DOID:934 ! viral infectious disease
DOID:8869	DOID:331 ! central nervous system disease
DOID:8872	DOID:8719 ! in situ carcinoma
DOID:888	DOID:883 ! parasitic helminthiasis infectious disease
DOID:8881	DOID:37 ! skin disease
DOID:8883	DOID:8564 ! lip cancer
DOID:8886	DOID:5614 ! eye disease
DOID:8892	DOID:8893 ! psoriasis
DOID:8893	DOID:37 ! skin disease
DOID:890	DOID:699 ! mitochondrial myopathy
DOID:891	DOID:0050706 ! variable age at onset electroclinical syndrome
DOID:8912	DOID:0050133 ! superficial mycosis
DOID:8913	DOID:0050134 ! cutaneous mycosis
DOID:8920	DOID:121 ! vaginal disease
DOID:8923	DOID:4159 ! skin cancer
DOID:8924	DOID:8925 ! primary thrombocytopenia
DOID:8925	DOID:0060050 ! autoimmune disease of blood
DOID:8927	DOID:0060038 ! specific developmental disorder
DOID:8929	DOID:4029 ! gastritis
DOID:893	DOID:409 ! liver disease
DOID:893	DOID:896 ! metal metabolism disorder
DOID:8930	DOID:8618 ! oral cavity cancer
DOID:8931	DOID:8925 ! primary thrombocytopenia
DOID:8936	DOID:65 ! connective tissue disease
DOID:8937	DOID:8557 ! oropharynx cancer
DOID:8941	DOID:8741 ! seborrheic dermatitis
DOID:8943	DOID:0060441 ! epithelial-stromal TGFBI dystrophy
DOID:8946	DOID:8947 ! diabetic retinopathy
DOID:8947	DOID:2462 ! retinal vascular disease
DOID:8955	DOID:12449 ! aplastic anemia
DOID:8956	DOID:934 ! viral infectious disease
DOID:896	DOID:655 ! inherited metabolic disorder
DOID:8969	DOID:8557 ! oropharynx cancer
DOID:8970	DOID:934 ! viral infectious disease
DOID:898	DOID:0050736 ! autosomal dominant disease
DOID:8986	DOID:535 ! sleep disorder
DOID:899	DOID:4138 ! bile duct disease
DOID:8991	DOID:8719 ! in situ carcinoma
DOID:8997	DOID:8432 ! polycythemia
DOID:90	DOID:0080007 ! bone deterioration disease
DOID:900	DOID:409 ! liver disease
DOID:9007	DOID:225 ! syndrome
DOID:9008	DOID:225 ! syndrome
DOID:901	DOID:3571 ! liver cancer
DOID:9011	DOID:8719 ! in situ carcinoma
DOID:9021	DOID:6050 ! esophageal disease
DOID:9024	DOID:8719 ! in situ carcinoma
DOID:903	DOID:3119 ! gastrointestinal system cancer
DOID:9036	DOID:8850 ! salivary gland cancer
DOID:9042	DOID:345 ! uterine disease
DOID:9043	DOID:2253 ! cervix disease
DOID:905	DOID:906 ! peroxisomal disease
DOID:9053	DOID:8719 ! in situ carcinoma
DOID:906	DOID:655 ! inherited metabolic disorder
DOID:9060	DOID:0050133 ! superficial mycosis
DOID:9063	DOID:0050339 ! commensal bacterial infectious disease
DOID:9065	DOID:2789 ! parasitic protozoa infectious disease
DOID:907	DOID:916 ! liver neoplasm
DOID:9072	DOID:2825 ! nose disease
DOID:9074	DOID:65 ! connective tissue disease
DOID:9074	DOID:8857 ! lupus erythematosus
DOID:9076	DOID:1894 ! noninfectious dermatoses of eyelid
DOID:9080	DOID:2345 ! plasma protein metabolism disease
DOID:9087	DOID:8719 ! in situ carcinoma
DOID:9088	DOID:8893 ! psoriasis
DOID:9091	DOID:535 ! sleep disorder
DOID:9095	DOID:8719 ! in situ carcinoma
DOID:9097	DOID:37 ! skin disease
DOID:9098	DOID:37 ! skin disease
DOID:910	DOID:368 ! cerebrum cancer
DOID:9108	DOID:8719 ! in situ carcinoma
DOID:9111	DOID:9065 ! leishmaniasis
DOID:9113	DOID:0050338 ! primary bacterial infectious disease
DOID:9119	DOID:8692 ! myeloid leukemia
DOID:9120	DOID:0060158 ! acquired metabolic disease
DOID:9123	DOID:8566 ! herpes simplex
DOID:9125	DOID:8602 ! gum cancer
DOID:913	DOID:440 ! neuromuscular disease
DOID:9132	DOID:8719 ! in situ carcinoma
DOID:9138	DOID:8719 ! in situ carcinoma
DOID:914	DOID:272 ! hepatic vascular disease
DOID:9140	DOID:1894 ! noninfectious dermatoses of eyelid
DOID:9146	DOID:9065 ! leishmaniasis
DOID:9149	DOID:8618 ! oral cavity cancer
DOID:9153	DOID:8736 ! smallpox
DOID:9155	DOID:9065 ! leishmaniasis
DOID:9159	DOID:0050339 ! commensal bacterial infectious disease
DOID:916	DOID:3117 ! hepatobiliary benign neoplasm
DOID:9164	DOID:6050 ! esophageal disease
DOID:9165	DOID:2723 ! dermatitis
