EFO:0000001	experimental factor
Orphanet:309288	Alpha-mannosidosis, adult form
Orphanet:309294	Sialidosis
Orphanet:309297	Mucopolysaccharidosis type 4A
Orphanet:309310	Mucopolysaccharidosis type 4B
Orphanet:309319	Disorder of sialic acid metabolism
Orphanet:309324	Free sialic acid storage disease, infantile form
Orphanet:309331	Intermediate severe Salla disease
Orphanet:309334	Salla disease
Orphanet:309337	Lysosomal glycogen storage disease
Orphanet:309340	Disorder of lysosomal-related organelles
Orphanet:309347	Disorder of protein N-glycosylation
Orphanet:309447	Disorder of protein O-glycosylation
Orphanet:309450	Disorder of O-xylosylglycan synthesis
Orphanet:309458	Disorder of O-N-acetylgalactosaminylglycan synthesis
Orphanet:309463	Disorder of O-xylosyl/N-acetylgalactosaminylglycan synthesis
Orphanet:309469	Disorder of O-mannosylglycan synthesis
Orphanet:3095	Atypical Rett syndrome
Orphanet:309505	Disorder of fucoglycosan synthesis
Orphanet:309515	Disorder of glycosphingolipid and glycosylphosphatidylinositol anchor glycosylation
Orphanet:309526	Disorder of multiple glycosylation
Orphanet:309568	Defect in conserved oligomeric Golgi complex
Orphanet:3097	Meacham syndrome
Orphanet:309778	Defect in V-ATPase
Orphanet:309789	Rhizomelic chondrodysplasia punctata type 1
Orphanet:309796	Rhizomelic chondrodysplasia punctata type 2
Orphanet:3098	Rhizomelic syndrome, Urbach type
Orphanet:309803	Rhizomelic chondrodysplasia punctata type 3
Orphanet:309810	Disorder of peroxisomal alpha-, beta- and omega-oxidation
Orphanet:309813	Disorder of porphyrin and haem metabolism
Orphanet:309816	Disorder of bilirubin metabolism and excretion
Orphanet:309819	Disorder of pterin metabolism
Orphanet:309824	Disorder of metabolite absorption and transport
Orphanet:309827	Disorder of vitamin and non-protein cofactor absorption and transportÂ 
Orphanet:309830	Disorder of catecholamine synthesis
Orphanet:309833	Disorder of other vitamins and cofactors metabolism and transport
Orphanet:309836	Disorder of mineral absorption and transport
Orphanet:309839	Disorder of copper metabolism
Orphanet:309842	Disorder of iron metabolism and transport
Orphanet:309845	Disorder of zinc metabolism
Orphanet:309848	Disorder of magnesium transport
Orphanet:309851	Disorder of manganese transport
Orphanet:309854	Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome
Orphanet:31	Oxoglutaricaciduria
Orphanet:3101	Richieri Costa-da Silva syndrome
Orphanet:3102	Richieri Costa-Pereira syndrome
Orphanet:3103	Roberts syndrome
Orphanet:3104	Robin sequence - oligodactyly
Orphanet:31043	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement
Orphanet:3105	Robinow-like syndrome
Orphanet:3107	Autosomal dominant Robinow syndrome
Orphanet:3109	Mayer-Rokitansky-KÃ¼ster-Hauser syndrome
Orphanet:3110	Rombo syndrome
Orphanet:3111	Rotor syndrome
Orphanet:31112	Dermatofibrosarcoma protuberans
Orphanet:3115	Roussy-LÃ©vy syndrome
Orphanet:31150	Tangier disease
Orphanet:31153	Hypoalphalipoproteinemia
Orphanet:31154	Hypobetalipoproteinemia
Orphanet:312	Epidermolytic ichthyosis
Orphanet:3121	Ruvalcaba syndrome
Orphanet:3124	Saccharopinuria
Orphanet:3128	Sakati-Nyhan syndrome
Orphanet:3129	Sarcosinemia
Orphanet:313	Lamellar ichthyosis
Orphanet:3132	Say-Barber-Miller syndrome
Orphanet:3133	Say-Field-Coldwell syndrome
Orphanet:3134	SCARF syndrome
Orphanet:3135	Familial Scheuermann disease
Orphanet:3137	Alpha-N-acetylgalactosaminidase deficiency
Orphanet:313772	Early-onset spastic ataxia-neuropathy syndrome
Orphanet:313781	20p13 microdeletion syndrome
Orphanet:313795	Jawad syndrome
Orphanet:3138	Ulnar-mammary syndrome
Orphanet:313800	Optic nerve edema-splenomegaly syndrome
Orphanet:313808	Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia
Orphanet:313838	Coats plus syndrome
Orphanet:313846	Familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome
Orphanet:313850	Infantile cerebellar-retinal degeneration
Orphanet:313855	FGFR2-related bent bone dysplasia
Orphanet:313884	12p12.1 microdeletion syndrome
Orphanet:313892	Developmental and speech delay due to SOX5 deficiency
Orphanet:313936	PENS syndrome
Orphanet:313947	2q23.1 microduplication syndrome
Orphanet:314	Erythroderma desquamativum
Orphanet:314002	Contractures-webbed neck-micrognathia-hypoplastic nipples syndrome
Orphanet:314029	High bone mass osteogenesis imperfecta
Orphanet:314034	7p22.1 microduplication syndrome
Orphanet:314041	Marfanoid habitus - inguinal hernia - advanced bone age
Orphanet:314051	Leukoencephalopathy - thalamus and brainstem anomalies - high lactate
Orphanet:314373	Chronic diarrhea due to guanylate cyclase 2C overactivity
Orphanet:314376	Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency
Orphanet:314381	Hereditary sensory and autonomic neuropathy type 6
Orphanet:314389	Xq12-q13.3 duplication syndrome
Orphanet:314394	Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome
Orphanet:314399	Autosomal dominant aplasia and myelodysplasia
Orphanet:3144	Schneckenbecken dysplasia
Orphanet:314404	Autosomal dominant cerebellar ataxia, deafness and narcolepsy
Orphanet:314485	Young adult-onset distal hereditary motor neuropathy
Orphanet:3145	Nephrogenic diabetes insipidus - intracranial calcification
Orphanet:314555	Craniofacial dysplasia-osteopenia syndrome
Orphanet:314572	Autosomal recessive leukoencephalopathy with ischemic stroke-retinitis pigmentosa syndrome
Orphanet:314575	Intellectual disability-hypotonia-brachycephaly-pyloric stenosis-cryptorchidism syndrome
Orphanet:314585	15q overgrowth syndrome
Orphanet:314588	Distal tetrasomy 15q
Orphanet:314597	Chudley-McCullough syndrome
Orphanet:314603	Autosomal recessive spastic ataxia with leukoencephalopathy
Orphanet:314621	Duplication of the pituitary gland
Orphanet:314629	CLN11 disease
Orphanet:314632	Parkinsonim due to ATP13A2 deficiency
Orphanet:314637	Mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency
Orphanet:314647	Non-progressive cerebellar ataxia with intellectual disability
Orphanet:314652	Autosomal dominant beta2-microglobulinic amyloidosis
Orphanet:314655	5q31.3 microdeletion syndrome
Orphanet:314662	Segmental progressive overgrowth syndrome with fibroadipose hyperplasia
Orphanet:314667	TMEM165-CDG
Orphanet:314679	Cerebro-facio-articular syndrome
Orphanet:314689	Combined immunodeficiency due to STK4 deficiency
Orphanet:314697	Acquired porencephaly
Orphanet:314701	Primary systemic amyloidosis
Orphanet:314709	Primary localized amyloidosis
Orphanet:314718	Lethal arteriopathy syndrome due to fibulin-4 deficiency
Orphanet:314721	Atypical dentin dysplasia due to SMOC2 deficiency
Orphanet:314795	SHOX-related short stature
Orphanet:314802	Short stature due to partial GHR deficiency
Orphanet:314811	Short stature due to GHSR deficiency
Orphanet:314822	Primary renal tubular acidosis
Orphanet:314889	Autosomal dominant proximal renal tubular acidosis
Orphanet:314911	Severe Canavan disease
Orphanet:314918	Mild Canavan disease
Orphanet:314978	X-linked non progressive cerebellar ataxia
Orphanet:314993	Cataract-congenital heart disease-neural tube defect syndrome
Orphanet:315	Erythrokeratoderma \"en cocardes\"
Orphanet:3151	Multiple sclerosis - ichthyosis - factor VIII deficiency
Orphanet:3152	Sclerosteosis
Orphanet:315306	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form
Orphanet:315311	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form
Orphanet:3156	Senior-Loken syndrome
Orphanet:3157	Septo-optic dysplasia
Orphanet:316	Progressive symmetric erythrokeratodermia
Orphanet:316226	Spastic ataxia
Orphanet:316235	Autosomal dominant spastic ataxia
Orphanet:316240	Autosomal recessive spastic ataxia
Orphanet:316244	Partial deletion of the short arm of chromosome 12
Orphanet:3163	SHORT syndrome
Orphanet:3164	Omphalocele syndrome, Shprintzen-Goldberg type
Orphanet:3166	Sialuria
Orphanet:3167	Siegler-Brewer-Carey syndrome
Orphanet:3168	Sillence syndrome
Orphanet:3169	Sirenomelia
Orphanet:317	Erythrokeratodermia variabilis
Orphanet:31709	Infantile convulsions and choreoathetosis
Orphanet:3172	Eyebrow duplication - syndactyly
Orphanet:3173	Infantile spasms - broad thumbs
Orphanet:317416	T-B+ severe combined immunodeficiency
Orphanet:317419	T-B- severe combined immunodeficiency
Orphanet:317425	Severe combined immunodeficiency due to DNA-PKcs deficiency
Orphanet:317428	Combined immunodeficiency due to ORAI1 deficiency
Orphanet:317430	Combined immunodeficiency due to STIM1 deficiency
Orphanet:317473	Pancytopenia due to IKZF1 mutations
Orphanet:317476	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia
Orphanet:3175	Spasticity - intellectual disability - X-linked epilepsy
Orphanet:3176	Spina bifida - hypospadias
Orphanet:3177	Corneal-cerebellar syndrome
Orphanet:3180	Spondylocamptodactyly syndrome
Orphanet:31837	Pulmonary venoocclusive disease
Orphanet:3184	Steatocystoma multiplex - natal teeth
Orphanet:3186	Holoprosencephaly - radial heart renal anomalies
Orphanet:3191	Subaortic stenosis - short stature
Orphanet:319160	Congenital myopathy with internal nuclei and atypical cores
Orphanet:319171	Distal 17p13.1 microdeletion syndrome
Orphanet:319182	Wiedemann-Steiner syndrome
Orphanet:319189	Familial cortical myoclonus
Orphanet:319192	Diencephalic-mesencephalic junction dysplasia
Orphanet:319195	Chondroectodermal dysplasia with night blindness
Orphanet:319199	Autosomal recessive spastic paraplegia type 53
Orphanet:3193	Supravalvular aortic stenosis
Orphanet:319328	Inherited renal cancer-predisposing syndrome
Orphanet:319332	Autosomal recessive myogenic arthrogryposis multiplex congenita
Orphanet:319340	Carney complex-trismus-pseudocamptodactyly syndrome
Orphanet:3194	Stern-Lubinsky-Durrie syndrome
Orphanet:319462	Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations
Orphanet:319465	Inherited acute myeloid leukemia
Orphanet:319480	Acute myeloid leukemia with CEBPA somatic mutations
Orphanet:319487	Familial papillary or follicular thyroid carcinoma
Orphanet:319494	Familial nonmedullary thyroid carcinoma
Orphanet:319504	Combined oxidative phosphorylation defect type 8
Orphanet:319509	Combined oxidative phosphorylation defect type 9
Orphanet:319514	Combined oxidative phosphorylation defect type 13
Orphanet:319519	Combined oxidative phosphorylation defect type 14
Orphanet:319524	Combined oxidative phosphorylation defect type 15
Orphanet:319535	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to a complete deficiency
Orphanet:319539	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to a partial deficiency
Orphanet:319543	Autosomal dominant mendelian susceptibility to mycobacterial diseases due to a partial deficiency
Orphanet:319547	Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency
Orphanet:319552	Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency
Orphanet:319558	Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency
Orphanet:319563	Mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency
Orphanet:319569	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency
Orphanet:319574	Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency
Orphanet:319581	Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency
Orphanet:319589	Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency
Orphanet:319595	Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency
Orphanet:3196	Steroid dehydrogenase deficiency - dental anomalies
Orphanet:319600	Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency
Orphanet:319605	X-linked mendelian susceptibility to mycobacterial diseases
Orphanet:319612	X-linked mendelian susceptibility to mycobacterial diseases due to IKBKG deficiency
Orphanet:319623	X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency
Orphanet:319640	Retinal macular dystrophy type 2
Orphanet:319646	PGM-CDG
Orphanet:319651	Constitutional megaloblastic anemia with severe neurologic disease
Orphanet:319671	Microcephalic primordial dwarfism, Alazami type
Orphanet:319675	Microcephalic primordial dwarfism, Dauber type
Orphanet:319678	Encephalopathy - hypertrophic cardiomyopathy - renal tubular disease
Orphanet:3197	Hereditary hyperekplexia
Orphanet:3199	Stimmler syndrome
Orphanet:32	Glutathione synthetase deficiency
Orphanet:320	Apparent mineralocorticoid excess
Orphanet:3201	Ventricular extrasystoles with syncopal episodes - perodactyly - Robin sequence
Orphanet:3202	Dehydrated hereditary stomatocytosis
Orphanet:3203	Overhydrated hereditary stomatocytosis
Orphanet:320317	Cleft lip/palate - ectodermal dysplasia
Orphanet:320332	X-linked pure spastic paraplegia
Orphanet:320335	Pure or complex hereditary spastic paraplegia
Orphanet:320342	Pure or complex autosomal dominant spastic paraplegia
Orphanet:320346	Pure or complex autosomal recessive spastic paraplegia
Orphanet:320350	Pure or complex X-linked spastic paraplegia
Orphanet:320355	Autosomal dominant spastic paraplegia type 41
Orphanet:320360	Maternally-inherited spastic paraplegia
Orphanet:320365	Autosomal dominant spastic paraplegia type 36
Orphanet:320370	Autosomal recessive spastic paraplegia type 43
Orphanet:320375	Autosomal recessive spastic paraplegia type 55
Orphanet:320380	Autosomal recessive spastic paraplegia type 54
Orphanet:320385	Autosomal recessive spastic paraplegia type 49
Orphanet:320391	Autosomal recessive spastic paraplegia type 46
Orphanet:320396	Autosomal recessive spastic paraplegia type 45
Orphanet:3204	Stormorken-Sjaastad-Langslet syndrome
Orphanet:320401	Autosomal recessive spastic paraplegia type 44
Orphanet:320406	Spastic paraplegia-optic atrophy-neuropathy syndrome
Orphanet:320411	Autosomal recessive spastic paraplegia type 56
Orphanet:3205	Sturge-Weber syndrome
Orphanet:3206	StÃ¼ve-Wiedemann syndrome
Orphanet:3207	White matter hypoplasia - corpus callosum agenesis - intellectual disability
Orphanet:3208	Isolated succinate-CoQ reductase deficiency
Orphanet:321	Multiple osteochondromas
Orphanet:3210	Summitt syndrome
Orphanet:3214	Deaf blind hypopigmentation syndrome, Yemenite type
Orphanet:3217	Deafness -  small bowel diverticulosis - neuropathy
Orphanet:3218	Deafness - epiphyseal dysplasia - short stature
Orphanet:3219	Fountain syndrome
Orphanet:322	Exstrophy-epispadias complex
Orphanet:3220	Deafness - enamel hypoplasia - nail defects
Orphanet:3221	Generalized resistance to thyroid hormone
Orphanet:322126	Genetic tumor of hematopoietic and lymphoid tissues
Orphanet:3222	Phosphoribosylpyrophosphate synthetase superactivity
Orphanet:3224	Deafness - genital anomalies - metacarpal and metatarsal synostosis
Orphanet:3225	Hearing loss - familial salivary gland insensitivity to aldosterone
Orphanet:3226	Deafness - lymphedema - leukemia
Orphanet:3230	Deafness - oligodontia
Orphanet:3231	Deafness-onychodystrophy syndrome
Orphanet:3232	Deafness - ear malformation - facial palsy
Orphanet:3233	Cochleosaccular degeneration - cataract
Orphanet:3235	Progressive deafness with stapes fixation
Orphanet:3236	Conductive deafness - ptosis - skeletal anomalies
Orphanet:3237	Multiple synostoses syndrome
Orphanet:3238	Cardiospondylocarpofacial syndrome
Orphanet:3239	Deafness - vitiligo - achalasia
